cust_id,cust_first_name,cust_last_name,cust_username,cust_password,cust_record_create_date,mag_id,mag_name,mag_cost,mag_record_status,mag_record_create_date,prof_cust_cont_id,prof_phone,prof_zip,prof_state,prof_city,prof_street_address,prof_contact_type,prof_record_update_stamp,prof_record_status,prof_start_date,prof_end_date,sub_id,sub_num_mags_mailed,sub_payment_completed,sub_start_date,sub_end_date,pay_id,pay_amount,pay_type,pay_date,pay_card_num,pay_card_code,pay_record_create_date,category,
160,Barb,Love,H2hE-Barb,2Zm8,2010-07-10,160,scalding-tabby,24.43,0,2021-07-25,160,112-785-6733,31401,GA,Savannah,228 East Huntingdon Street,0,2004-06-23,0,2014-05-07,2008-05-10,160,0,0,2004-09-06,2002-04-19,160,12.67,0,2001-12-15,4556822080944496,0206,2015-01-25,cats,
161,Edwin,Gonzalez,5XbX>4-Edwin,y1OA,2011-11-13,161,mint-date,12.54,0,2015-10-28,161,846-660-0232,21113,MD,Odenton,2142 Colonel Way,0,2017-02-08,0,2017-10-28,2006-03-05,161,12,0,2018-02-28,2010-06-22,161,92.18,0,2010-08-03,4485252641993624,4073,2010-06-25,travel,
162,Jeffrey,Williams,2bIb-Jeffrey,Z1Lj?0,2017-04-02,162,round-snippet,28.87,0,2019-11-12,162,789-198-4295,94536,CA,Fremont,37675 Fremont Boulevard,0,2015-03-21,0,2003-05-20,2017-09-20,162,8,0,2005-02-22,2004-01-09,162,61.8,0,2011-08-04,4539328026455847,7147,2008-02-28,coding,
163,Jeffrey,Morgan,>8cD-Jeffrey,Vg7Sn,2001-12-29,163,honest-newton,20.18,0,2002-03-14,163,949-561-8308,37217,TN,Nashville,517 Glenpark Drive,0,2016-12-26,0,2000-06-16,2003-03-23,163,7,0,2006-10-21,2019-10-16,163,99.1,0,2011-09-15,4916646486215622,3526,2003-02-01,physics_units,
164,Cindy,Sandiford,Jx(4!-Cindy,cJH4i9,2014-05-14,164,savory-salsa,26.03,0,2018-09-15,164,906-965-1107,32403,FL,Tyndall Air Force Base,3722 Kisling Loop,0,2000-06-28,0,2016-04-30,2015-06-04,164,1,0,2014-04-12,2015-07-04,164,45.31,0,2019-04-22,4485641759778001,8587,2017-01-05,food,
165,Bess,Rickman,h<Yy5y-Bess,1.NKuW,2006-12-05,165,teal-bazaar,20.19,0,2018-10-18,165,198-025-9846,73069,OK,Norman,122 East Hayes Street,0,2010-03-23,0,2002-12-17,2020-10-14,165,6,0,2015-07-23,2009-07-02,165,10.14,0,2019-11-20,4539970428744292,6504,2012-08-22,shopping,
166,Juan,Norris,gJ5E-Juan,6FrsA,2015-02-19,166,heartless-stager,29.2,0,2008-05-03,166,109-381-6758,20373,DC,Washington,238 Brookley Avenue Southwest,0,2015-06-01,0,2011-02-15,2001-02-03,166,4,0,2011-10-06,2008-04-05,166,57.13,0,2012-02-13,4716659594308363,2207,2007-02-15,radio,
167,James,Lewis,7<lH-James,8fGr,2002-09-14,167,espressivo-learning,21.13,0,2012-06-18,167,120-226-9508,40217,KY,Louisville,814 Keswick Boulevard,0,2007-05-25,0,2002-07-15,2017-12-25,167,10,0,2010-05-25,2001-10-06,167,48.45,0,2014-11-26,4485247850510788,1478,2020-05-04,corporate,
168,Mitchell,Davidson,G9Rw6-Mitchell,Clw7j,2014-01-16,168,internal-raspberry,25.1,0,2003-04-28,168,819-464-4868,21401,MD,Annapolis,992 Sherwood Forest Road,0,2011-09-29,0,2020-06-22,2017-04-29,168,7,0,2008-05-22,2009-08-21,168,85.48,0,2011-12-10,4532678934990310,4304,2017-02-10,fruit,
169,John,Austin,Xf3iO-John,3o4kB4,2018-12-04,169,jovial-diffraction,14.16,0,2013-05-22,169,657-750-6628,95014,CA,Cupertino,10881 Northforde Drive,0,2011-03-31,0,2003-05-30,2012-12-02,169,14,0,2004-08-15,2002-05-20,169,50.5,0,2011-02-28,4716283024119066,3353,2017-04-26,physics_optics,
170,Marine,Grey,3Bs$0L-Marine,5)Oc,2014-01-01,170,mode-folio,21.0,0,2009-06-27,170,941-647-7076,94602,CA,Oakland,2732 Humboldt Avenue,0,2010-05-28,0,2012-03-31,2001-01-02,170,15,0,2010-04-29,2001-12-18,170,68.55,0,2018-10-03,4539567574984027,4267,2010-01-05,design,
171,Myrtle,Harris,Psz4-Myrtle,mWB0,2011-04-19,171,faded-road,19.8,0,2000-05-31,171,643-609-3714,94534,CA,Fairfield,3388 Thomasson Lane,0,2009-04-01,0,2020-09-17,2016-01-23,171,7,0,2006-03-02,2012-06-12,171,22.0,0,2009-10-21,4916191680655570,0527,2007-06-09,infrastructure,
172,Pamela,Russell,l0Jx-Pamela,Mr&7,2016-02-05,172,zesty-scene,20.07,0,2014-11-09,172,143-025-5270,01876,MA,Tewksbury,41 Fairway Drive,0,2002-04-21,0,2007-05-23,2012-11-01,172,12,0,2010-06-23,2005-04-21,172,40.5,0,2019-06-06,4485929103329435,8771,2004-10-10,3d_graphics,
173,Louis,Hunsberger,mdh8LE-Louis,gv5X,2009-06-23,173,furious-dragster,23.97,0,2019-11-28,173,757-061-1707,31405,GA,Savannah,109 East 64th Street,0,2017-05-01,0,2006-07-19,2007-09-19,173,13,0,2004-01-12,2005-09-17,173,82.28,0,2009-06-06,4916651543614767,8160,2003-04-21,automobiles,
174,Esther,Boulware,m5Lj-Esther,s7XLM,2012-12-29,174,iron-monitor,19.57,0,2012-06-18,174,245-599-7435,85306,AZ,Glendale,5549 West Hearn Road,0,2015-10-13,0,2004-08-14,2004-06-13,174,16,0,2011-04-08,2001-12-02,174,69.85,0,2008-01-01,4532981154743710,5720,2018-10-06,apex_predators,
175,Dale,Silva,1R.p-Dale,r16N7,2021-04-17,175,universal-landform,26.55,0,2017-09-12,175,750-971-8691,01331,MA,Athol,68 Hampstead Place,0,2002-02-23,0,2016-03-25,2003-11-07,175,17,0,2010-02-22,2008-02-03,175,20.21,0,2000-08-26,4485688734750951,7862,2019-07-06,geography,
176,Mary,Ratliff,5eUf5v-Mary,0IbR,2005-05-25,176,emerald-current,12.37,0,2018-01-25,176,643-700-7697,73109,OK,Oklahoma City,1236 Southwest 49th Street,0,2008-04-25,0,2015-11-27,2012-06-14,176,4,0,2001-03-29,2001-10-24,176,42.58,0,2013-08-03,4539728572033460,5181,2018-11-08,physics,
177,Peggy,Morgan,c2yO-Peggy,gwN4,2006-02-26,177,heartless-chronology,21.07,0,2009-03-01,177,899-760-1434,96161,CA,Truckee,12156 Oslo Drive,0,2010-03-31,0,2013-02-28,2007-07-10,177,19,0,2015-12-26,2010-03-01,177,13.21,0,2001-09-06,4716017106926489,3726,2011-01-08,history,
178,Teresa,Fornes,o3Do-Teresa,z(8I!,2015-04-10,178,exhaustive-shares,23.05,0,2001-12-23,178,069-295-8747,20018,DC,Washington,3194 Bladensburg Road Northeast,0,2010-10-03,0,2008-10-25,2010-09-21,178,20,0,2004-06-12,2002-12-01,178,74.15,0,2014-02-13,4556679926059735,7331,2020-08-28,accounting,
179,Cindy,Dugat,io1lKJ-Cindy,mgR1v,2004-09-20,179,randomized-trainer,18.25,0,2016-11-17,179,603-524-1483,40210,KY,Louisville,1822 Dixdale Avenue,0,2019-06-18,0,2004-08-18,2009-07-24,179,19,0,2004-04-10,2007-06-05,179,94.51,0,2019-06-23,4929179578219992,0048,2001-06-17,corporate_job,
180,Marjorie,Ledesma,zGh7-Marjorie,SP>h3,2006-08-13,180,wooden-extraction,12.09,0,2017-01-08,180,090-692-2061,94536,CA,Fremont,145 Grau Drive,0,2015-04-23,0,2020-01-29,2000-04-05,180,14,0,2000-05-30,2017-02-22,180,64.59,0,2019-08-30,4556592178374589,7564,2004-08-12,military_army,
181,Alisha,Stewart,2NFhT-Alisha,jnSI1,2002-11-18,181,quick-havarti,25.78,0,2003-12-19,181,202-498-7878,06340,CT,Groton,37 Fieldside Drive,0,2012-10-29,0,2018-07-14,2010-04-29,181,1,0,2013-07-19,2018-11-18,181,33.61,0,2001-11-24,4929471724014173,4261,2005-11-18,cheese,
182,Jonathan,Chen,Jie2-Jonathan,qaLB2,2008-02-02,182,salmon-juniper,23.5,0,2017-06-30,182,102-271-3234,94610,CA,Piedmont,238 La Salle Avenue,0,2007-11-03,0,2002-04-19,2004-03-03,182,2,0,2016-02-12,2003-03-08,182,60.37,0,2015-06-03,4929007718473148,2076,2014-12-24,plants,
183,Reuben,Gonzales,c8hQ-Reuben,IDplT2,2007-02-23,183,meek-powerset,27.74,0,2002-11-20,183,320-237-9976,72703,AR,Fayetteville,2278 North Windswept Lane,0,2006-07-13,0,2010-02-26,2013-08-09,183,1,0,2008-02-03,2020-11-28,183,19.38,0,2012-05-29,4024007152079496,6024,2008-12-03,set_theory,
184,Kristy,Allison,5Beq-Kristy,at8B,2018-04-12,184,navy-condenser,15.92,0,2009-01-23,184,056-182-7196,80005,CO,Arvada,14358 West 88th Place,0,2021-08-09,0,2017-04-11,2018-07-31,184,6,0,2002-10-19,2007-10-13,184,76.32,0,2016-02-12,4539846228967343,0856,2015-08-19,car_parts,
185,Enrique,Littleton,gXTko7-Enrique,ep8Zs5,2008-05-12,185,forward-hadron,22.48,0,2017-10-20,185,373-227-6508,40245,KY,Louisville,2917 Danzig Place,0,2000-11-10,0,2010-01-06,2010-01-16,185,10,0,2016-12-20,2021-12-23,185,41.87,0,2013-09-21,4716108308839859,5380,2018-08-17,astronomy,
186,Rosa,Walsh,TbH6-Rosa,2BttfM,2014-08-13,186,knurled-gable,15.95,0,2006-06-11,186,065-097-0182,73072,OK,Norman,405 Flint Ridge Court,0,2014-02-20,0,2012-05-01,2016-07-06,186,5,0,2017-09-17,2009-09-06,186,73.98,0,2008-04-01,4539715359079477,5860,2018-08-21,construction,
187,Desiree,Spencer,2gRN-Desiree,q3XC,2018-01-17,187,chartreuse-onion,21.58,0,2000-07-01,187,331-120-0713,31322,GA,Pooler,4 Chamois Court,0,2004-05-06,0,2012-05-07,2009-12-31,187,3,0,2015-03-22,2014-05-01,187,94.24,0,2009-12-01,4485006533253699,7066,2011-11-07,condiments,
188,Lavonne,Dickerson,cZRp9-Lavonne,bIA-6h,2011-12-14,188,little-scattering,13.78,0,2011-06-14,188,740-934-4070,21037,MD,Edgewater,3579 2nd Avenue,0,2009-11-16,0,2001-03-22,2000-06-27,188,7,0,2012-01-14,2020-12-28,188,51.85,0,2012-02-15,4916173073543001,2876,2018-07-30,physics_optics,
189,Pamela,Butler,1$s>X-Pamela,5MmI2,2003-10-16,189,trusting-swim,18.35,0,2004-12-04,189,254-449-0839,73071,OK,Norman,433 Keith Street,0,2018-05-23,0,2004-04-03,2016-06-29,189,12,0,2011-06-02,2005-02-06,189,13.7,0,2010-12-21,4532334782969390,2883,2004-10-09,sports,
190,Mitchell,Soares,WA0lmu-Mitchell,ohBcv3,2019-12-14,190,magnetic-wave,23.09,0,2012-07-04,190,227-485-2273,94568,CA,Dublin,4936 Sequoia Avenue,0,2006-05-03,0,2018-10-20,2020-07-10,190,12,0,2002-03-29,2003-08-01,190,75.53,0,2020-05-31,4532006989329764,3345,2005-10-19,physics,
191,Doris,Jones,zWv4-Doris,aC5e,2017-12-27,191,gray-skill,24.41,0,2018-03-08,191,184-743-1987,21225,MD,Baltimore,5224 Wasena Avenue,0,2012-03-11,0,2003-02-19,2008-05-21,191,3,0,2020-06-05,2014-12-12,191,60.18,0,2010-09-15,4716021210058452,7008,2007-04-30,gaming,
192,Jacqueline,Pittman,g2lvU-Jacqueline,NxkU2+,2001-05-26,192,full-parallax,23.85,0,2020-09-22,192,908-177-5390,37204,TN,Nashville,1123 Glenwood Avenue,0,2015-10-20,0,2001-01-16,2002-09-09,192,4,0,2021-02-14,2005-04-24,192,24.43,0,2000-03-31,4024007181696583,1113,2000-04-21,astronomy,
193,Harold,Ruiz,0TiO-Harold,BoT5I4,2014-12-02,193,gravitational-plate,19.59,0,2018-01-24,193,498-966-7586,05079,VT,Vershire,6460 Vermont 113,0,2010-06-21,0,2016-03-10,2007-03-26,193,12,0,2007-09-21,2013-08-16,193,12.86,0,2008-01-19,4485663559714200,7888,2018-04-21,food,
194,Dixie,Allen,zCnh1-Dixie,eBU0,2013-06-21,194,hasty-liability,10.82,0,2003-09-22,194,275-442-1936,32413,FL,Panama City Beach,17878 Front Beach Road,0,2019-01-24,0,2011-09-19,2007-11-10,194,15,0,2014-07-26,2008-11-15,194,57.34,0,2012-06-12,4539534399907385,8520,2015-04-30,accounting,
195,Heather,Vogt,%0FR0j-Heather,JmwDp3,2018-09-06,195,charitable-hour,14.08,0,2009-11-17,195,125-892-1281,40211,KY,Louisville,2728 Hale Avenue,0,2008-01-02,0,2021-11-06,2001-04-25,195,7,0,2021-12-20,2011-06-01,195,64.22,0,2007-03-15,4688632630020858,6711,2012-11-17,radio,
196,Jessica,Kim,FKkp9d-Jessica,x02B,2020-06-26,196,piercing-truck,22.78,0,2011-08-15,196,140-576-3868,40118,KY,Louisville,8801 Rosshire Drive,0,2010-01-12,0,2014-01-01,2020-08-26,196,6,0,2001-10-18,2017-12-06,196,54.89,0,2016-01-13,4556579871146935,8354,2014-04-28,automobiles,
197,John,Jordan,8aVu0-John,Ftc8,2016-04-19,197,aged-filament,24.97,0,2002-12-04,197,558-212-2672,32456,FL,Mexico Beach,1814 US Highway 98,0,2005-12-25,0,2007-11-19,2000-06-18,197,4,0,2005-09-04,2019-07-25,197,16.63,0,2010-05-24,4532276404342862,5871,2007-10-20,3d_printing,
198,Beulah,Richards,X286Mi-Beulah,Xj16gg,2005-12-11,198,descriptive-xylophone,28.03,0,2000-10-07,198,249-532-3708,37211,TN,Nashville,913 Fallview Trail,0,2008-03-29,0,2002-02-09,2001-10-24,198,6,0,2019-04-28,2020-11-25,198,22.62,0,2014-01-29,4485647377095371,1727,2012-05-27,music_instruments,
199,Betty,Robbins,fo6Nf4-Betty,pR6)C>,2013-06-25,199,rowdy-leopard,13.4,0,2007-10-02,199,124-860-9683,99504,AK,Anchorage,8101 Northwind Avenue,0,2008-01-21,0,2019-07-25,2017-10-11,199,18,0,2013-02-25,2010-07-26,199,66.55,0,2011-01-16,4929404334137696,7513,2020-06-14,apex_predators,
200,Willie,Barnes,3uAjo-Willie,-P)4l,2020-10-26,200,radiant-squircle,17.1,0,2015-04-10,200,527-959-6802,72701,AR,Fayetteville,4695 East Huntsville Road,0,2005-05-02,0,2006-08-02,2006-04-17,200,4,0,2015-05-12,2002-10-08,200,26.06,0,2012-10-06,4009888396067333,6138,2005-12-28,design,
201,Harvey,Najera,dofM9-Harvey,2aKIk,2007-09-25,201,allegro-producer,12.27,0,2011-01-16,201,795-463-0177,40218,KY,Louisville,5300 Robinwood Road,0,2015-12-09,0,2004-06-25,2014-02-27,201,14,0,2003-01-29,2011-11-05,201,27.27,0,2008-11-21,4539264616074070,3625,2011-02-01,filmmaking,
202,James,Cooper,IUwE7-James,0Gdx,2000-09-07,202,muffled-roof,24.74,0,2010-08-11,202,531-202-9008,02151,MA,Revere,98 Lincoln Street,0,2003-03-25,0,2003-10-31,2004-02-08,202,11,0,2020-12-06,2004-11-02,202,66.43,0,2010-08-04,4197810902896544,2152,2004-05-25,construction,
203,Jody,Marshall,I6#lLR-Jody,1ESaB,2000-02-06,203,principal-truck,11.57,0,2016-07-13,203,902-606-9009,20003,DC,Washington,1427 South Carolina Avenue Southeast,0,2015-05-16,0,2010-02-15,2019-06-25,203,20,0,2019-12-17,2014-05-14,203,81.98,0,2014-10-23,4929760202314059,4824,2001-01-14,automobiles,
204,Tiffiny,Webber,2H.kiA-Tiffiny,rrG8,2016-04-22,204,light-identity,22.05,0,2004-06-09,204,615-827-7951,32404,FL,Panama City,1416 Ridgewood Avenue,0,2014-11-10,0,2018-09-18,2004-03-11,204,12,0,2015-10-03,2004-10-20,204,13.0,0,2010-02-01,4716505452208775,1756,2010-12-09,linear_algebra,
205,Stephen,Cornish,PN9y-Stephen,0Qh0vT,2006-05-19,205,recent-amplitude,13.76,0,2006-04-21,205,383-183-8234,20010,DC,Washington,3728 9th Street Northwest,0,2006-04-30,0,2012-10-14,2010-01-16,205,14,0,2016-01-28,2005-06-12,205,26.74,0,2006-06-14,4532520533957706,7001,2004-10-18,physics_waves,
206,Thomas,Hall,w^W6-Thomas,(A#7Rh,2012-08-21,206,violet-canal,20.88,0,2001-07-05,206,926-879-3083,05075,VT,Thetford,398 Gove Hill Road,0,2021-03-12,0,2007-03-08,2014-12-21,206,3,0,2013-01-25,2010-09-20,206,32.98,0,2008-07-11,4556899542147850,0786,2020-03-10,infrastructure,
207,John,Dorf,t0fN-John,4RVr,2002-03-16,207,gold-source,18.97,0,2007-01-31,207,910-677-1958,21144,MD,Severn,7728 Twin Oaks Road,0,2011-05-18,0,2007-01-07,2005-02-16,207,1,0,2004-08-26,2019-01-29,207,89.18,0,2008-02-16,4737494799405243,0283,2012-12-19,web_development,
208,Carolyn,Mcdonnell,!jaa6O-Carolyn,)cBw7,2013-02-28,208,rigid-date,29.49,0,2017-02-15,208,401-860-0287,32401,FL,Panama City,234 East Beach Drive,0,2018-05-01,0,2006-07-04,2016-08-26,208,4,0,2013-10-13,2011-03-20,208,74.33,0,2020-06-13,4929154434596024,0652,2001-05-26,history,
209,Linda,Sibley,Tcr7-Linda,qHX5,2006-11-24,209,equilateral-decibel,20.88,0,2009-07-16,209,480-145-2585,37221,TN,Nashville,7405 River Park Drive,0,2021-05-02,0,2010-03-28,2012-12-11,209,19,0,2005-04-27,2009-11-30,209,29.5,0,2011-03-13,4556770200979464,5642,2019-07-25,physics_units,
210,Matthew,Pollock,^9Nh-Matthew,XPMb*3,2009-09-24,210,paper-beech,25.81,0,2013-10-31,210,489-714-7596,94544,CA,Hayward,28250 Dickens Avenue,0,2003-06-21,0,2004-04-19,2012-12-16,210,18,0,2016-03-23,2007-06-22,210,46.43,0,2011-08-01,4716944582232316,7444,2012-05-28,wood,
211,Jackie,Cainne,7Th1-Jackie,8DHT<k,2018-06-02,211,lenient-supervisor,21.49,0,2001-06-13,211,436-178-9445,72703,AR,Fayetteville,513 Habberton Road,0,2010-12-15,0,2018-06-03,2012-03-25,211,20,0,2007-03-22,2019-11-01,211,92.85,0,2002-03-09,4485680441401952,5617,2012-04-13,filmmaking,
212,Marisha,Caddick,wKH9I-Marisha,L6lW6,2020-03-27,212,honest-capital,22.43,0,2011-10-31,212,902-380-3423,94579,CA,San Leandro,14347 Corvallis Street,0,2019-07-19,0,2017-12-16,2009-10-03,212,6,0,2005-03-15,2013-01-15,212,83.73,0,2003-06-24,4743375963724489,4684,2002-06-18,accounting,
213,Georgia,Wilson,b8PzY-Georgia,9_iVm,2017-08-05,213,cyclic-chianti,25.13,0,2007-09-22,213,282-076-6851,20020,DC,Washington,2812 Jasper Street Southeast,0,2000-02-09,0,2003-07-06,2014-02-28,213,16,0,2002-01-15,2010-11-22,213,92.58,0,2004-01-27,4916327106037072,6158,2002-11-28,wine,
214,Latasha,Cornelia,7Dsr-Latasha,W8yeR0,2020-06-21,214,cheerful-mass,25.64,0,2015-11-02,214,776-775-9320,06040,CT,Manchester,42 Edison Road,0,2010-08-07,0,2011-05-04,2013-11-04,214,0,0,2015-02-23,2016-12-01,214,33.73,0,2002-05-14,4532566637825232,7310,2019-08-14,astronomy,
215,Milton,Sanford,8WmT1-Milton,4nkAaX,2003-10-04,215,deafening-blue,25.41,0,2013-08-09,215,526-877-8373,20001,DC,Washington,1644 New Jersey Avenue Northwest,0,2017-12-09,0,2013-05-22,2013-12-27,215,7,0,2000-04-08,2006-08-19,215,40.85,0,2018-12-17,4929725047881133,7837,2011-11-19,cheese,
216,Sheila,Carrillo,RWu0-Sheila,qWB4,2003-08-30,216,overcast-emrasure,11.3,0,2020-04-12,216,537-080-1139,05443,VT,Stowe,1209 Meehan Road,0,2002-12-11,0,2002-05-29,2012-08-07,216,9,0,2007-11-01,2003-01-25,216,63.75,0,2007-06-26,4916439675340769,2155,2005-02-15,fortifications,
217,Anna,Russell,8DkIt-Anna,T8C==w,2000-07-03,217,average-emrasure,21.52,0,2012-07-24,217,843-322-6687,02155,MA,Medford,190 High Street,0,2010-07-30,0,2001-01-09,2020-11-04,217,20,0,2010-07-29,2018-11-21,217,31.83,0,2014-12-15,4532169947293892,8417,2005-07-13,fortifications,
218,Catherine,Crane,4%rwI-Catherine,Tt7s,2001-03-14,218,boxy-copper,27.92,0,2001-10-06,218,174-316-3969,32405,FL,Panama City,1607 Louisiana Avenue,0,2012-05-31,0,2014-04-20,2011-11-21,218,19,0,2011-08-06,2001-11-09,218,22.68,0,2009-05-31,4181509241927048,6554,2009-08-10,metals,
219,Janet,Halcomb,3>Vd-Janet,)qP5j,2003-09-11,219,null-angler,15.25,0,2009-07-20,219,307-825-2627,35115,AL,Montevallo,65 Jones Lane,0,2005-11-11,0,2007-03-01,2014-03-06,219,1,0,2006-03-14,2014-06-08,219,82.61,0,2007-12-06,4539960675362880,6405,2005-02-07,fish,
220,Duane,Melendez,Hof9=8-Duane,ngH3,2013-01-04,220,warm-radiation,10.84,0,2012-10-03,220,930-533-3195,06040,CT,Manchester,154 Lyness Street,0,2003-05-26,0,2005-11-08,2013-12-20,220,10,0,2014-02-08,2016-03-18,220,50.25,0,2011-11-09,4556698593864052,6007,2006-08-29,chemistry,
221,Joey,Steward,3>jG-Joey,o1DPP=,2008-12-21,221,hot-prism,20.87,0,2000-03-06,221,741-151-5731,31419,GA,Savannah,926 Mill Court,0,2011-07-11,0,2009-06-21,2018-07-06,221,15,0,2006-01-03,2015-11-23,221,48.6,0,2011-10-27,4916564880984281,2364,2018-04-29,geometry,
222,Craig,Torres,4_Ek-Craig,$3rsZ,2013-05-02,222,simple-record,26.74,0,2019-12-02,222,889-793-1827,85308,AZ,Glendale,6653 West Rose Garden Lane,0,2009-06-27,0,2013-11-12,2012-03-28,222,12,0,2019-09-09,2011-12-09,222,36.3,0,2016-04-29,4024007170291800,0560,2004-01-07,data_structures,
223,Joseph,Hill,k1n!K>-Joseph,1vTr,2002-01-12,223,salty-watch,26.37,0,2005-10-01,223,552-176-0036,32404,FL,Panama City,4035 East 8th Street,0,2010-12-11,0,2002-08-05,2010-05-29,223,12,0,2002-09-30,2005-01-26,223,91.19,0,2020-04-12,4716491070271612,7600,2010-11-28,military_navy,
224,Kimberly,Renick,3DMp-Kimberly,E0BcI.,2014-07-14,224,fat-burrito,26.56,0,2014-08-18,224,775-781-2045,32404,FL,Panama City,269 Hugh Thomas Drive,0,2005-08-18,0,2019-12-09,2006-02-15,224,12,0,2000-09-26,2011-01-08,224,70.3,0,2009-11-12,4916081618177567,7660,2010-10-15,fast_food,
225,Elizabeth,Kennedy,GwUD4-Elizabeth,Ou4$Z,2004-11-12,225,linear-roadway,24.55,0,2012-07-12,225,583-165-5817,36105,AL,Montgomery,4339 Oak Street,0,2002-09-02,0,2019-09-03,2010-12-14,225,12,0,2018-07-06,2010-07-14,225,37.82,0,2018-01-08,4024007144482584,0410,2018-05-16,driving,
226,Christine,King,=I11x-Christine,M1hfE$,2017-06-05,226,iron-plot,21.64,0,2018-02-04,226,291-903-2294,21146,MD,Severna Park,12 Saint Andrews Crossover,0,2005-09-09,0,2003-04-24,2010-03-22,226,7,0,2016-06-01,2013-11-02,226,12.06,0,2017-10-18,4716783391032123,3004,2016-12-21,filmmaking,
227,Amy,Starr,b>0Yz-Amy,UzV5,2009-10-17,227,sluggish-graphite,15.31,0,2005-11-02,227,814-620-3278,85301,AZ,Glendale,5740 North 59th Avenue,0,2007-02-26,0,2001-04-03,2020-02-02,227,3,0,2017-09-30,2020-03-30,227,97.31,0,2001-08-23,4532475798303486,8224,2009-07-19,minerals,
228,Kelli,Helmus,U#2k-Kelli,l?Gx9,2015-12-22,228,claret-wireframe,25.43,0,2014-12-18,228,603-960-2311,72701,AR,Fayetteville,501 West Maple Street,0,2003-07-13,0,2001-11-10,2004-11-13,228,0,0,2016-12-16,2015-05-19,228,25.33,0,2003-02-17,4716115224021975,5177,2008-04-12,startups,
229,Russell,Klemm,8IWn-Russell,gFR9,2007-12-04,229,descriptive-partition,28.08,0,2015-12-16,229,798-724-1896,36117,AL,Montgomery,9436 Briarlea Court,0,2000-03-26,0,2003-11-12,2020-11-09,229,10,0,2003-07-31,2008-06-15,229,76.38,0,2013-07-31,4556605888979545,1101,2013-06-13,set_theory,
230,Heather,Jacques,efI3-Heather,1pDb,2019-03-23,230,mean-gin,29.14,0,2006-07-27,230,282-364-1910,32401,FL,Panama City,1429 Harrison Avenue,0,2008-12-21,0,2009-05-16,2004-12-17,230,10,0,2005-07-16,2008-04-27,230,55.39,0,2019-12-10,4556090692640429,3822,2002-12-25,spirits,
231,Travis,Smith,26Sy-Travis,7KdR,2013-05-02,231,obliging-acceleration,19.53,0,2012-12-01,231,352-197-7073,95928,CA,Chico,3 Carson Street,0,2001-01-05,0,2001-06-30,2020-03-05,231,12,0,2016-09-30,2016-11-21,231,70.37,0,2010-10-21,4757043359946685,1344,2017-06-26,physics,
232,Janet,Mcnurlen,4s1fUP-Janet,XVv2,2004-04-15,232,raw-number,16.15,0,2021-03-21,232,626-761-6239,99502,AK,Anchorage,3720 West 86th Avenue,0,2008-02-01,0,2017-05-09,2014-10-03,232,20,0,2015-10-16,2014-02-28,232,66.32,0,2018-01-01,4485243454076441,0784,2001-01-04,phones,
233,Pauletta,Laue,zT0E5-Pauletta,Ct*0u-,2002-09-09,233,direct-bengal,10.69,0,2021-10-17,233,237-055-2769,21144,MD,Severn,8726 Downey Road,0,2006-03-01,0,2021-01-14,2008-12-15,233,12,0,2018-03-06,2018-05-14,233,25.82,0,2006-08-17,4916355350841196,1627,2019-02-22,cats,
234,Brandon,Dinapoli,8Z.!As-Brandon,g.90Q,2002-07-07,234,seething-buoy,19.4,0,2008-09-08,234,716-972-1948,73072,OK,Norman,405 Flint Ridge Court,0,2021-10-16,0,2016-11-26,2000-02-22,234,6,0,2010-02-19,2014-10-11,234,27.51,0,2006-01-24,4716970474078475,1265,2019-01-18,military_navy,
235,Andrew,Lopez,9LUgk-Andrew,I7mMN0,2011-09-17,235,muted-van,16.39,0,2021-04-14,235,643-200-1150,32404,FL,Panama City,702 Plantation Circle,0,2020-10-20,0,2011-01-23,2011-07-29,235,2,0,2001-04-26,2002-04-30,235,60.7,0,2013-05-20,4539548094604253,6641,2004-09-04,automobiles,
236,Darrin,Mccarley,yIe4-Darrin,IkK7C,2013-07-19,236,plain-cream,17.17,0,2021-07-24,236,950-566-9515,20016,DC,Washington,4511 43rd Place Northwest,0,2021-06-14,0,2006-03-17,2001-09-03,236,17,0,2008-06-07,2021-07-22,236,62.57,0,2005-09-15,4916125202506341,0354,2017-01-03,food,
237,Charles,Ross,rXdlR0-Charles,8UaWGw,2000-04-24,237,shabby-bismuth,10.12,0,2006-09-11,237,605-718-4300,85205,AZ,Mesa,1865 North Higley Road,0,2007-10-02,0,2000-11-06,2018-01-26,237,15,0,2007-11-25,2019-09-23,237,12.99,0,2005-10-06,4024007179831077,7548,2001-02-28,minerals,
238,Paul,Guiles,Kl1!-Paul,8Nm9,2003-03-15,238,rude-halo,23.81,0,2009-04-05,238,606-410-8525,40213,KY,Louisville,3118 Sora Avenue,0,2003-09-29,0,2019-06-03,2009-08-27,238,18,0,2017-12-19,2001-10-02,238,61.81,0,2015-07-29,4556006112202012,0546,2009-05-13,astronomy,
239,Thomas,Stupak,_sW3EM-Thomas,JtC3_h,2013-09-04,239,relative-birch,23.23,0,2019-07-06,239,592-852-8820,21060,MD,Glen Burnie,8041 Elton Street,0,2012-01-11,0,2013-05-11,2015-06-14,239,16,0,2010-02-01,2012-06-20,239,49.55,0,2008-01-06,4532775551534627,4314,2016-04-08,wood,
